"Period","Year","Month","Oil Type","Volume (m3/d)","Volume (bbl/d)"
"12/01/2021","2021","December","Light","97066.413018","610825.056628663347"
"12/01/2021","2021","December","Medium","4266.866451","26850.780418097419"
"12/01/2021","2021","December","Heavy","531632.546840","3345487.593815605750"
"12/01/2021","2021","December","Total","632965.826311","3983163.430862366517"
"01/01/2022","2022","January","Light","107255.499935","674943.523556494248"
"01/01/2022","2022","January","Medium","3674.084838","23120.490495868064"
"01/01/2022","2022","January","Heavy","506132.186060","3185017.469978657290"
"01/01/2022","2022","January","Total","617061.770834","3883081.484031019604"
"02/01/2022","2022","February","Light","110190.158740","693410.911761491353"
"02/01/2022","2022","February","Medium","4455.095000","28035.275756415000"
"02/01/2022","2022","February","Heavy","495414.026280","3117569.623176754153"
"02/01/2022","2022","February","Total","610059.280020","3839015.810694660507"
"03/01/2022","2022","March","Light","118746.895772","747257.234292784474"
"03/01/2022","2022","March","Medium","3961.259354","24927.638659912258"
"03/01/2022","2022","March","Heavy","498648.345261","3137922.730014506667"
"03/01/2022","2022","March","Total","621356.500388","3910107.602967203400"
"04/01/2022","2022","April","Light","116138.762330","730844.623503872048"
"04/01/2022","2022","April","Medium","3479.517466","21896.105846735600"
"04/01/2022","2022","April","Heavy","466916.167640","2938236.673949903670"
"04/01/2022","2022","April","Total","586534.447437","3690977.403300511318"
"05/01/2022","2022","May","Light","135361.372082","851809.757838863204"
"05/01/2022","2022","May","Medium","5044.882977","31746.727158634229"
"05/01/2022","2022","May","Heavy","484137.349143","3046607.106517392518"
"05/01/2022","2022","May","Total","624543.604203","3930163.591514889952"
"06/01/2022","2022","June","Light","134019.446928","843365.214739090915"
"06/01/2022","2022","June","Medium","5502.491520","34626.392281380020"
"06/01/2022","2022","June","Heavy","468885.239400","2950627.760960209847"
"06/01/2022","2022","June","Total","608407.177849","3828619.367980680783"
"07/01/2022","2022","July","Light","132997.592550","836934.831263648299"
"07/01/2022","2022","July","Medium","5854.897096","36844.030179715161"
"07/01/2022","2022","July","Heavy","488828.314058","3076126.677922143613"
"07/01/2022","2022","July","Total","627680.803705","3949905.539365507074"
"08/01/2022","2022","August","Light","122796.162945","772738.693561583865"
"08/01/2022","2022","August","Medium","4466.346129","28106.077502503548"
"08/01/2022","2022","August","Heavy","486490.287001","3061413.807989093792"
"08/01/2022","2022","August","Total","613752.796075","3862258.579053181205"
"09/01/2022","2022","September","Light","116116.323239","730703.417508803823"
"09/01/2022","2022","September","Medium","5517.071400","34718.141378989800"
"09/01/2022","2022","September","Heavy","512337.191186","3224064.679919143878"
"09/01/2022","2022","September","Total","633970.585825","3989486.238806937501"
"10/01/2022","2022","October","Light","108530.524173","682967.068757153228"
"10/01/2022","2022","October","Medium","5205.115806","32755.049438439677"
"10/01/2022","2022","October","Heavy","507613.263703","3194337.679790126383"
"10/01/2022","2022","October","Total","621348.903683","3910059.797985719289"
"11/01/2022","2022","November","Light","113506.183384","714278.180654014992"
"11/01/2022","2022","November","Medium","4664.669933","29354.100842666200"
"11/01/2022","2022","November","Heavy","501739.077337","3157372.264999764904"
"11/01/2022","2022","November","Total","619909.930655","3901004.546496446096"
"12/01/2022","2022","December","Light","118174.890981","743657.689938488615"
"12/01/2022","2022","December","Medium","11338.519161","71351.679673759935"
"12/01/2022","2022","December","Heavy","482834.610101","3038409.156020002473"
"12/01/2022","2022","December","Total","612348.020244","3853418.525632251024"
"01/01/2023","2023","January","Light","129833.597692","817024.264073721988"
"01/01/2023","2023","January","Medium","4666.648193","29366.549751308322"
"01/01/2023","2023","January","Heavy","509900.609650","3208731.620741285026"
"01/01/2023","2023","January","Total","644400.855536","4055122.434566315338"
"02/01/2023","2023","February","Light","125021.773607","786744.143199270607"
"02/01/2023","2023","February","Medium","3229.645892","20323.699764387321"
"02/01/2023","2023","February","Heavy","525892.874055","3309368.653747799369"
"02/01/2023","2023","February","Total","654144.293555","4116436.496711457298"
"03/01/2023","2023","March","Light","132492.703298","833757.635400584321"
"03/01/2023","2023","March","Medium","2787.770258","17543.039582853096"
"03/01/2023","2023","March","Heavy","493551.587875","3105849.564621729842"
"03/01/2023","2023","March","Total","628832.061431","3957150.239605167260"
"04/01/2023","2023","April","Light","117076.122932","736743.299729062676"
"04/01/2023","2023","April","Medium","3114.789333","19600.923859792000"
"04/01/2023","2023","April","Heavy","482663.944474","3037335.181631661265"
"04/01/2023","2023","April","Total","602854.856740","3793679.405220515941"
"05/01/2023","2023","May","Light","125314.564246","788586.632821856720"
"05/01/2023","2023","May","Medium","5423.086866","34126.710146519157"
"05/01/2023","2023","May","Heavy","497527.681927","3130870.555912764332"
"05/01/2023","2023","May","Total","628265.333040","3953583.898881140210"
"06/01/2023","2023","June","Light","135298.192610","851412.178458221055"
"06/01/2023","2023","June","Medium","5179.276722","32592.447777282134"
"06/01/2023","2023","June","Heavy","490842.879876","3088804.052530782398"
"06/01/2023","2023","June","Total","631320.349209","3972808.678766285589"
"07/01/2023","2023","July","Light","130692.270537","822427.769495060199"
"07/01/2023","2023","July","Medium","4981.330838","31346.802637690064"
"07/01/2023","2023","July","Heavy","473042.749779","2976790.379251306483"
"07/01/2023","2023","July","Total","608716.351155","3830564.951384056747"
"08/01/2023","2023","August","Light","148991.095098","937579.655728768902"
"08/01/2023","2023","August","Medium","4220.348161","26558.047469212935"
"08/01/2023","2023","August","Heavy","471969.212371","2970034.761857190859"
"08/01/2023","2023","August","Total","625180.655631","3934172.465055172697"
